date,Florida Power & Light Co,Duke Energy Florida,Florida Public Utilities Co,Tampa Electric Co,value,fpl_adjusted,duke_adjusted,teco_adjusted
2021-04-01T00:00:00Z,0.107998175014106,0.135286376880016,0.142574659027531,0.112669705871478,266.752,0.12499839757604485,0.15658209337020865,0.13040528404724935
2021-05-01T00:00:00Z,0.111344958980346,0.135041882164155,0.14189960068454,0.111540294012586,268.452,0.1280559106488683,0.1553093319592536,0.12828056208943805
2021-06-01T00:00:00Z,0.11275407061545,0.135226561,0.140048396854204,0.111180037323034,270.664,0.12861672505377614,0.1542507274564109,0.12682125100932581
2021-07-01T00:00:00Z,0.111970421970714,0.135293690678251,0.139325629854139,0.111095669196831,271.994,0.12709828900667727,0.1535726694242688,0.12610535195323425
2021-08-01T00:00:00Z,0.113003422920362,0.135949439740893,0.139353226058428,0.11095883899415,272.789,0.12789702956966156,0.15386728176166484,0.12558297390558953
2021-09-01T00:00:00Z,0.117102363347981,0.140467224690803,0.139525224448065,0.123949947400156,273.887,0.13200487012812712,0.1583431557010296,0.13972388123649154
2021-10-01T00:00:00Z,0.112786408162012,0.140047292847118,0.140611843951726,0.124272462768121,276.434,0.12596822832486565,0.15641520684215726,0.13879670626607152
2021-11-01T00:00:00Z,0.119697795317458,0.138889061289811,0.142641205219932,0.12558566015312,278.799,0.13255333312494888,0.1538057401954054,0.1390735543778657
2021-12-01T00:00:00Z,0.112452669435861,0.142625456008238,0.142305859933301,0.12684669190868,280.808,0.12363914869578715,0.15681344028266794,0.13946504855014702
2022-01-01T00:00:00Z,0.134033507470753,0.157094784204833,0.139737470167064,0.130948136384767,282.39,0.14654121308663628,0.17175451632482933,0.1431679221066813
2022-02-01T00:00:00Z,0.138790691,0.156729087092422,0.139474350168106,0.128664094007021,284.535,0.1505983992152881,0.17006291601064388,0.13961027540343254
2022-03-01T00:00:00Z,0.130500692389635,0.157585632082018,0.141440210515662,0.129501525851159,287.553,0.14011693416434776,0.16919768953989842,0.1390441417559147
2022-04-01T00:00:00Z,0.133135504410844,0.151631878767572,0.141772920461445,0.140370344298921,288.764,0.14234642096249117,0.1621224581819677,0.15008179980723868
2022-05-01T00:00:00Z,0.129467466133688,0.154312595883013,0.140878129602356,0.138517108,291.359,0.13719172714433778,0.163519161852262,0.14678128685963368
2022-06-01T00:00:00Z,0.133233740043285,0.15334745162519,0.138763856231105,0.137030340787044,294.996,0.13944206487018096,0.16049301993811582,0.143415576737561
2022-07-01T00:00:00Z,0.133408112559269,0.15306754927498,0.138802918094395,0.136432039332011,294.977,0.13963355613411838,0.16021039368579884,0.14279859340709192
2022-08-01T00:00:00Z,0.133748340437517,0.153038644179025,0.154129957698546,0.136041733759444,295.209,0.13987964500865446,0.16005425675071064,0.14227817229270878
2022-09-01T00:00:00Z,0.14045821697544,0.153052342625526,0.154384094330155,0.13768893395335,296.341,0.14633598059475839,0.15945713339325354,0.14345081121621775
2022-10-01T00:00:00Z,0.136813698730896,0.154204811964994,0.156303582709141,0.138926866,297.863,0.14181061418697286,0.15983691178728537,0.14400096172593443
2022-11-01T00:00:00Z,0.134444713229562,0.154908235215347,0.158176656489367,0.140269057716646,298.648,0.1389888084029407,0.16014397671123418,0.14501000983617074
2022-12-01T00:00:00Z,0.138023317963054,0.166466318575341,0.156808739087811,0.14309484041275,298.812,0.14261005325940465,0.17199826020905432,0.1478501104999574
2023-01-01T00:00:00Z,0.143673133910367,0.185086966683044,0.186492495831017,0.156671340586702,299.17,0.14826998265118338,0.1910088587346872,0.16168406937667398
2023-01-01T00:00:00Z,0.143673133910367,0.185086966683044,0.186492495831017,0.156671340586702,300.356,0.1476845167393178,0.19025463206214083,0.1610456359633886
2023-02-01T00:00:00Z,0.158856600035872,0.18674576770978699,0.188538764530694,0.157506752933193,300.84,0.16302919960203163,0.19165091681377164,0.16164389680261892
2023-02-01T00:00:00Z,0.158856600035872,0.18674576770978699,0.188538764530694,0.157506752933193,301.509,0.16266746401691223,0.19122567423942588,0.16128523498170824
2023-03-01T00:00:00Z,0.140291782832314,0.174751577903666,0.189119170984455,0.156550367,301.836,0.1435016552538938,0.17874988955967364,0.1601322354136485
2023-03-01T00:00:00Z,0.140291782832314,0.174751577903666,0.189119170984455,0.156550367,301.744,0.14354540807841842,0.17880438936692575,0.1601810588058553
2023-04-01T00:00:00Z,0.157958732798628,0.180328681576133,0.188125416944629,0.169813811070863,303.363,0.1607595358752188,0.18352613142399848,0.17282481930110258
2023-04-01T00:00:00Z,0.157958732798628,0.180328681576133,0.188125416944629,0.169813811070863,303.032,0.16093513253291403,0.18372659589475188,0.1730135947940824
2023-05-01T00:00:00Z,0.146721201692542,0.180311431178939,0.189032749,0.168695645330616,304.127,0.1489476345505621,0.18304758171766394,0.17125553117830725
2023-05-01T00:00:00Z,0.146721201692542,0.180311431178939,0.189032749,0.168695645330616,303.365,0.14932176504527153,0.18350736533564513,0.17168569522082325
2023-06-01T00:00:00Z,0.15033991784145,0.179050583386336,0.18631949223828,0.167947817897162,305.109,0.1521300483243856,0.18118257808148613,0.16994760952055035
2023-06-01T00:00:00Z,0.15033991784145,0.179050583386336,0.18631949223828,0.167947817897162,304.003,0.15268351599887162,0.181841742403411,0.1705658996562718
2023-07-01T00:00:00Z,0.147497463637166,0.178669961688145,0.185620952821461,0.166689437583789,305.691,0.1489695866684525,0.18045320703429696,0.16835310931134442
2023-07-01T00:00:00Z,0.147497463637166,0.178669961688145,0.185620952821461,0.166689437583789,304.628,0.14948941633161075,0.18108289885211232,0.16894057781456137
2023-08-01T00:00:00Z,0.146448730949139,0.17857052135349,0.18549928332537,0.166179873878558,307.026,0.14726724802036006,0.17956857042634566,0.16710867034392446
2023-08-01T00:00:00Z,0.146448730949139,0.17857052135349,0.18549928332537,0.166179873878558,306.187,0.14767078318380294,0.18006061623687225,0.16756657409038841
2023-09-01T00:00:00Z,0.156047935595952,0.17808334041764,0.185822814061642,0.167026295693465,307.789,0.1565311032290479,0.17863473576775982,0.16754345537037316
2023-09-01T00:00:00Z,0.156047935595952,0.17808334041764,0.185822814061642,0.167026295693465,307.288,0.15678631034002438,0.17892598047181477,0.167816616935877
2023-10-01T00:00:00Z,0.15292531727331,0.179430882123578,0.187707029812292,0.167643488326238,307.671,0.15345764893537667,0.18005547941989242,0.1682270538101393
2023-10-01T00:00:00Z,0.15292531727331,0.179430882123578,0.187707029812292,0.167643488326238,307.531,0.1535275087896709,0.18013744763486517,0.16830363726850098
2023-11-01T00:00:00Z,0.152803301818919,0.1797247077425,0.189343784757163,0.170761491445694,307.051,0.15364482450855618,0.18071449276450796,0.17170191398799045
2023-11-01T00:00:00Z,0.152803301818919,0.1797247077425,0.189343784757163,0.170761491445694,308.024,0.1531594843589353,0.1801436437350172,0.17115953429579014
2023-12-01T00:00:00Z,0.150053765741065,0.191065238330182,0.188158508158508,0.173090832059386,306.746,0.15103016744286116,0.19230850218922838,0.1742171362354487
2023-12-01T00:00:00Z,0.150053765741065,0.191065238330182,0.188158508158508,0.173090832059386,308.742,0.150053765741065,0.191065238330182,0.173090832059386
